Year,Mineral,HS_Code,Flow,Country,Value_USD,Volume,Market_Share_Pct
2022-2023,Titanium-TitaniumDioxide,28230010,Import,MALAYSIA,0.0,1000.0,0.0
2022-2023,Titanium-TitaniumDioxide,28230010,Import,MEXICO,0.09,20000.0,0.13404825737265416
2022-2023,Titanium-TitaniumDioxide,28230010,Import,NETHERLAND,9.16,2102335.0,13.643133750372357
2022-2023,Titanium-TitaniumDioxide,28230010,Import,PHILIPPINES,0.0,26.0,0.0
2022-2023,Titanium-TitaniumDioxide,28230010,Import,POLAND,0.03,1815.0,0.044682752457551385
2022-2023,Titanium-TitaniumDioxide,28230010,Import,RUSSIA,,,
2022-2023,Titanium-TitaniumDioxide,28230010,Import,SAUDI ARAB,,,
2022-2023,Titanium-TitaniumDioxide,28230010,Import,SINGAPORE,0.29,66300.0,0.43193327375633
2022-2023,Titanium-TitaniumDioxide,28230010,Import,SPAIN,,,
2022-2023,Titanium-TitaniumDioxide,28230010,Import,SWITZERLAND,0.0,,0.0
2022-2023,Titanium-TitaniumDioxide,28230010,Import,TAIWAN,1.13,248850.0,1.6830503425677688
2022-2023,Titanium-TitaniumDioxide,28230010,Import,U ARAB EMTS,0.08,20060.0,0.11915400655347036
2022-2023,Titanium-TitaniumDioxide,28230010,Import,U K,0.07,49326.0,0.10425975573428659
2022-2023,Titanium-TitaniumDioxide,28230010,Import,U S A,1.55,312298.0,2.308608876973488
2022-2023,Titanium-TitaniumDioxide,28230010,Import,VIETNAM SOC REP,0.13,26625.0,0.19362526064938934
2023-2024,Titanium-TitaniumDioxide,28230010,Import,BELGIUM,9.05,1774590.0,15.866058906030858
2023-2024,Titanium-TitaniumDioxide,28230010,Import,BRAZIL,0.12,6975.0,0.21037868162692847
2023-2024,Titanium-TitaniumDioxide,28230010,Import,CANADA,1.09,198000.0,1.9109396914446006
2023-2024,Titanium-TitaniumDioxide,28230010,Import,CHINA P RP,12.53,4789318.0,21.96704067321178
2023-2024,Titanium-TitaniumDioxide,28230010,Import,CZECH REPUBLIC,0.01,1000.0,0.01753155680224404
2023-2024,Titanium-TitaniumDioxide,28230010,Import,FRANCE,0.4,44120.0,0.7012622720897617
2023-2024,Titanium-TitaniumDioxide,28230010,Import,GERMANY,6.36,1157844.0,11.15007012622721
2023-2024,Titanium-TitaniumDioxide,28230010,Import,HONG KONG,0.09,20000.0,0.15778401122019636
2023-2024,Titanium-TitaniumDioxide,28230010,Import,ITALY,0.04,24102.0,0.07012622720897616
2023-2024,Titanium-TitaniumDioxide,28230010,Import,JAPAN,5.42,1868804.0,9.502103786816269
2023-2024,Titanium-TitaniumDioxide,28230010,Import,KOREA RP,14.86,6150000.0,26.051893408134642
2023-2024,Titanium-TitaniumDioxide,28230010,Import,MALAYSIA,0.04,8750.0,0.07012622720897616
2023-2024,Titanium-TitaniumDioxide,28230010,Import,MEXICO,0.08,23000.0,0.1402524544179523
2023-2024,Titanium-TitaniumDioxide,28230010,Import,NETHERLAND,5.37,1139280.0,9.414446002805049
2023-2024,Titanium-TitaniumDioxide,28230010,Import,PHILIPPINES,,,
2023-2024,Titanium-TitaniumDioxide,28230010,Import,POLAND,0.02,1037.0,0.03506311360448808
2023-2024,Titanium-TitaniumDioxide,28230010,Import,RUSSIA,0.08,40000.0,0.1402524544179523
2023-2024,Titanium-TitaniumDioxide,28230010,Import,SINGAPORE,0.14,40000.0,0.2454417952314166
2023-2024,Titanium-TitaniumDioxide,28230010,Import,SRI LANKA DSR,0.0,47.0,0.0
2023-2024,Titanium-TitaniumDioxide,28230010,Import,SWEDEN,0.0,50.0,0.0
2023-2024,Titanium-TitaniumDioxide,28230010,Import,SWITZERLAND,,,
2023-2024,Titanium-TitaniumDioxide,28230010,Import,TAIWAN,1.25,253180.0,2.191444600280505
2023-2024,Titanium-TitaniumDioxide,28230010,Import,U ARAB EMTS,0.04,20036.0,0.07012622720897616
2023-2024,Titanium-TitaniumDioxide,28230010,Import,U K,0.03,22878.0,0.052594670406732116
2023-2024,Titanium-TitaniumDioxide,28230010,Import,U S A,0.02,858.0,0.03506311360448808
2023-2024,Titanium-TitaniumDioxide,28230010,Import,VIETNAM SOC REP,,,
2024-2025,Titanium-TitaniumDioxide,28230010,Import,BELGIUM,9.61,2143410.0,16.49219152222413
2024-2025,Titanium-TitaniumDioxide,28230010,Import,BRAZIL,,,
2024-2025,Titanium-TitaniumDioxide,28230010,Import,CANADA,0.76,135000.0,1.3042732109147075
2024-2025,Titanium-TitaniumDioxide,28230010,Import,CHINA P RP,17.97,7375674.0,30.839196842285908
2024-2025,Titanium-TitaniumDioxide,28230010,Import,CZECH REPUBLIC,,,
2024-2025,Titanium-TitaniumDioxide,28230010,Import,FRANCE,0.38,37710.0,0.6521366054573537
2024-2025,Titanium-TitaniumDioxide,28230010,Import,GERMANY,6.22,1252110.0,10.674446541959842
2024-2025,Titanium-TitaniumDioxide,28230010,Import,HONG KONG,0.13,45002.0,0.2230993650248842
2024-2025,Titanium-TitaniumDioxide,28230010,Import,ITALY,,,
2024-2025,Titanium-TitaniumDioxide,28230010,Import,JAPAN,5.4,1933030.0,9.267204393341345
2024-2025,Titanium-TitaniumDioxide,28230010,Import,KOREA RP,13.14,4974136.0,22.550197357130603
2024-2025,Titanium-TitaniumDioxide,28230010,Import,MALAYSIA,0.44,91000.0,0.7551055431611464
2024-2025,Titanium-TitaniumDioxide,28230010,Import,MEXICO,,,
2024-2025,Titanium-TitaniumDioxide,28230010,Import,NETHERLAND,2.83,605500.0,4.856701561695555
2024-2025,Titanium-TitaniumDioxide,28230010,Import,POLAND,0.03,1327.0,0.05148446885189635
2024-2025,Titanium-TitaniumDioxide,28230010,Import,RUSSIA,,,
2024-2025,Titanium-TitaniumDioxide,28230010,Import,SINGAPORE,0.13,40480.0,0.2230993650248842
2024-2025,Titanium-TitaniumDioxide,28230010,Import,SRI LANKA DSR,,,
2024-2025,Titanium-TitaniumDioxide,28230010,Import,SWEDEN,,,
2024-2025,Titanium-TitaniumDioxide,28230010,Import,SWITZERLAND,0.0,1.0,0.0
2024-2025,Titanium-TitaniumDioxide,28230010,Import,TAIWAN,1.13,203139.0,1.9392483267547622
2024-2025,Titanium-TitaniumDioxide,28230010,Import,THAILAND,0.01,3000.0,0.017161489617298784
2024-2025,Titanium-TitaniumDioxide,28230010,Import,U ARAB EMTS,0.08,40192.0,0.13729191693839027
2024-2025,Titanium-TitaniumDioxide,28230010,Import,U K,0.0,29.0,0.0
2024-2025,Titanium-TitaniumDioxide,28230010,Import,U S A,0.01,929.0,0.017161489617298784
2018-2019,Titanium-UnwroughtMetalPowders,81082000,Import,CANADA,0.14,700.0,2.845528455284553
2018-2019,Titanium-UnwroughtMetalPowders,81082000,Import,CHINA P RP,1.57,206480.0,31.91056910569106
2018-2019,Titanium-UnwroughtMetalPowders,81082000,Import,GERMANY,0.15,365.0,3.048780487804878
2018-2019,Titanium-UnwroughtMetalPowders,81082000,Import,KAZAKHSTAN,1.19,165000.0,24.186991869918696
2018-2019,Titanium-UnwroughtMetalPowders,81082000,Import,NETHERLAND,0.12,15000.0,2.4390243902439024
2018-2019,Titanium-UnwroughtMetalPowders,81082000,Import,RUSSIA,0.11,18276.0,2.2357723577235773
2018-2019,Titanium-UnwroughtMetalPowders,81082000,Import,U K,0.05,190.0,1.016260162601626
2018-2019,Titanium-UnwroughtMetalPowders,81082000,Import,U S A,0.02,160.0,0.40650406504065045
2018-2019,Titanium-UnwroughtMetalPowders,81082000,Import,UKRAINE,1.57,200250.0,31.91056910569106
2019-2020,Titanium-UnwroughtMetalPowders,81082000,Import,CANADA,0.08,365.0,2.0779220779220777
2019-2020,Titanium-UnwroughtMetalPowders,81082000,Import,CHINA P RP,1.19,152160.0,30.909090909090907
2019-2020,Titanium-UnwroughtMetalPowders,81082000,Import,FRANCE,0.0,10.0,0.0
2019-2020,Titanium-UnwroughtMetalPowders,81082000,Import,GERMANY,0.06,120.0,1.5584415584415583
2019-2020,Titanium-UnwroughtMetalPowders,81082000,Import,JAPAN,0.0,1.0,0.0
2019-2020,Titanium-UnwroughtMetalPowders,81082000,Import,KAZAKHSTAN,0.34,45000.0,8.831168831168831
2019-2020,Titanium-UnwroughtMetalPowders,81082000,Import,NETHERLAND,0.79,91000.0,20.51948051948052
2019-2020,Titanium-UnwroughtMetalPowders,81082000,Import,RUSSIA,,,
2019-2020,Titanium-UnwroughtMetalPowders,81082000,Import,SWEDEN,0.05,300.0,1.2987012987012987
2019-2020,Titanium-UnwroughtMetalPowders,81082000,Import,SWITZERLAND,0.0,4.0,0.0
2019-2020,Titanium-UnwroughtMetalPowders,81082000,Import,U K,0.06,519.0,1.5584415584415583
2019-2020,Titanium-UnwroughtMetalPowders,81082000,Import,U S A,0.1,472.0,2.5974025974025974
2019-2020,Titanium-UnwroughtMetalPowders,81082000,Import,UKRAINE,1.18,140000.0,30.649350649350648
2020-2021,Titanium-UnwroughtMetalPowders,81082000,Import,BELGIUM,0.29,57676.0,5.544933078393881
2020-2021,Titanium-UnwroughtMetalPowders,81082000,Import,CANADA,,,
2020-2021,Titanium-UnwroughtMetalPowders,81082000,Import,CHINA P RP,2.0,240307.0,38.24091778202677
2020-2021,Titanium-UnwroughtMetalPowders,81082000,Import,FRANCE,0.0,2.0,0.0
2020-2021,Titanium-UnwroughtMetalPowders,81082000,Import,GERMANY,0.32,42215.0,6.118546845124283
2020-2021,Titanium-UnwroughtMetalPowders,81082000,Import,JAPAN,,,
2020-2021,Titanium-UnwroughtMetalPowders,81082000,Import,KAZAKHSTAN,0.51,75000.0,9.751434034416825
2020-2021,Titanium-UnwroughtMetalPowders,81082000,Import,NETHERLAND,0.64,75000.0,12.237093690248566
2020-2021,Titanium-UnwroughtMetalPowders,81082000,Import,RUSSIA,0.14,24700.0,2.676864244741874
2020-2021,Titanium-UnwroughtMetalPowders,81082000,Import,SWEDEN,0.05,300.0,0.9560229445506693
2020-2021,Titanium-UnwroughtMetalPowders,81082000,Import,SWITZERLAND,0.03,144.0,0.5736137667304014
2020-2021,Titanium-UnwroughtMetalPowders,81082000,Import,U K,0.0,,0.0
2020-2021,Titanium-UnwroughtMetalPowders,81082000,Import,U S A,0.03,120.0,0.5736137667304014
2020-2021,Titanium-UnwroughtMetalPowders,81082000,Import,UKRAINE,1.22,160000.0,23.326959847036328
2021-2022,Titanium-UnwroughtMetalPowders,81082000,Import,BELGIUM,,,
2021-2022,Titanium-UnwroughtMetalPowders,81082000,Import,CANADA,0.12,1000.0,1.6597510373443984
2021-2022,Titanium-UnwroughtMetalPowders,81082000,Import,CHINA P RP,0.9,154318.0,12.448132780082988
2021-2022,Titanium-UnwroughtMetalPowders,81082000,Import,FRANCE,,,
2021-2022,Titanium-UnwroughtMetalPowders,81082000,Import,GERMANY,0.02,55.0,0.276625172890733
2021-2022,Titanium-UnwroughtMetalPowders,81082000,Import,KAZAKHSTAN,0.57,75000.0,7.883817427385891
2021-2022,Titanium-UnwroughtMetalPowders,81082000,Import,NETHERLAND,0.45,60000.0,6.224066390041494
2021-2022,Titanium-UnwroughtMetalPowders,81082000,Import,RUSSIA,3.99,468560.0,55.18672199170125
2021-2022,Titanium-UnwroughtMetalPowders,81082000,Import,SWEDEN,0.03,178.0,0.4149377593360996
2021-2022,Titanium-UnwroughtMetalPowders,81082000,Import,SWITZERLAND,0.15,696.0,2.0746887966804977
2021-2022,Titanium-UnwroughtMetalPowders,81082000,Import,U K,0.56,60083.0,7.745504840940526
2021-2022,Titanium-UnwroughtMetalPowders,81082000,Import,U S A,0.12,600.0,1.6597510373443984
2021-2022,Titanium-UnwroughtMetalPowders,81082000,Import,UKRAINE,0.32,40000.0,4.426002766251728
2022-2023,Titanium-UnwroughtMetalPowders,81082000,Import,AUSTRIA,0.09,560.0,1.347305389221557
2022-2023,Titanium-UnwroughtMetalPowders,81082000,Import,CANADA,0.27,2260.0,4.041916167664671
2022-2023,Titanium-UnwroughtMetalPowders,81082000,Import,CHINA P RP,1.01,124670.0,15.119760479041917
2022-2023,Titanium-UnwroughtMetalPowders,81082000,Import,GERMANY,0.23,15425.0,3.44311377245509
2022-2023,Titanium-UnwroughtMetalPowders,81082000,Import,KAZAKHSTAN,3.02,290000.0,45.209580838323355
2022-2023,Titanium-UnwroughtMetalPowders,81082000,Import,NETHERLAND,1.06,87370.0,15.868263473053892
2022-2023,Titanium-UnwroughtMetalPowders,81082000,Import,RUSSIA,,,
2022-2023,Titanium-UnwroughtMetalPowders,81082000,Import,SINGAPORE,0.01,40.0,0.14970059880239522
2022-2023,Titanium-UnwroughtMetalPowders,81082000,Import,SWEDEN,0.05,297.0,0.7485029940119762
2022-2023,Titanium-UnwroughtMetalPowders,81082000,Import,SWITZERLAND,0.12,716.0,1.7964071856287425
2022-2023,Titanium-UnwroughtMetalPowders,81082000,Import,U ARAB EMTS,0.0,6.0,0.0
2022-2023,Titanium-UnwroughtMetalPowders,81082000,Import,U K,0.82,90509.0,12.275449101796406
2022-2023,Titanium-UnwroughtMetalPowders,81082000,Import,U S A,0.0,5.0,0.0
2022-2023,Titanium-UnwroughtMetalPowders,81082000,Import,UKRAINE,,,
2023-2024,Titanium-UnwroughtMetalPowders,81082000,Import,AUSTRIA,0.08,340.0,0.8465608465608466
2023-2024,Titanium-UnwroughtMetalPowders,81082000,Import,CANADA,0.43,3560.0,4.550264550264551
2023-2024,Titanium-UnwroughtMetalPowders,81082000,Import,CHINA P RP,6.43,657770.0,68.04232804232805
2023-2024,Titanium-UnwroughtMetalPowders,81082000,Import,GERMANY,0.17,660.0,1.7989417989417993
2023-2024,Titanium-UnwroughtMetalPowders,81082000,Import,ITALY,0.0,80.0,0.0
2023-2024,Titanium-UnwroughtMetalPowders,81082000,Import,KAZAKHSTAN,1.61,180000.0,17.037037037037038
2023-2024,Titanium-UnwroughtMetalPowders,81082000,Import,NETHERLAND,0.1,15000.0,1.0582010582010584
2023-2024,Titanium-UnwroughtMetalPowders,81082000,Import,RUSSIA,0.34,49960.0,3.5978835978835986
2023-2024,Titanium-UnwroughtMetalPowders,81082000,Import,SINGAPORE,,,
2023-2024,Titanium-UnwroughtMetalPowders,81082000,Import,SWEDEN,0.02,100.0,0.21164021164021166
2023-2024,Titanium-UnwroughtMetalPowders,81082000,Import,SWITZERLAND,0.22,1012.0,2.3280423280423284
2023-2024,Titanium-UnwroughtMetalPowders,81082000,Import,U ARAB EMTS,,,
2023-2024,Titanium-UnwroughtMetalPowders,81082000,Import,U K,0.04,1393.0,0.4232804232804233
2023-2024,Titanium-UnwroughtMetalPowders,81082000,Import,U S A,0.01,180.0,0.10582010582010583
2024-2025,Titanium-UnwroughtMetalPowders,81082000,Import,AUSTRIA,0.01,40.0,0.06934812760055478
2024-2025,Titanium-UnwroughtMetalPowders,81082000,Import,CANADA,0.61,4580.0,4.230235783633842
2024-2025,Titanium-UnwroughtMetalPowders,81082000,Import,CHINA P RP,9.48,931347.0,65.74202496532594
2024-2025,Titanium-UnwroughtMetalPowders,81082000,Import,GERMANY,0.01,40.0,0.06934812760055478
2024-2025,Titanium-UnwroughtMetalPowders,81082000,Import,ITALY,,,
2024-2025,Titanium-UnwroughtMetalPowders,81082000,Import,JAPAN,0.4,75000.0,2.7739251040221915
2024-2025,Titanium-UnwroughtMetalPowders,81082000,Import,KAZAKHSTAN,0.76,120000.0,5.270457697642163
2024-2025,Titanium-UnwroughtMetalPowders,81082000,Import,NETHERLAND,0.81,149877.0,5.617198335644938
2024-2025,Titanium-UnwroughtMetalPowders,81082000,Import,RUSSIA,0.67,104952.0,4.64632454923717
2024-2025,Titanium-UnwroughtMetalPowders,81082000,Import,SAUDI ARAB,1.53,108000.0,10.610263522884884
2024-2025,Titanium-UnwroughtMetalPowders,81082000,Import,SWEDEN,,,
2024-2025,Titanium-UnwroughtMetalPowders,81082000,Import,SWITZERLAND,0.13,584.0,0.9015256588072124
2024-2025,Titanium-UnwroughtMetalPowders,81082000,Import,U K,0.0,,0.0
2024-2025,Titanium-UnwroughtMetalPowders,81082000,Import,U S A,0.01,45.0,0.06934812760055478
